engdeu6905,wmt23.refA,100,TGT,eng,deu,87,elitr_minuting-10#refA,False,[],1711317347.693,1711317347.693
engdeu6905,wmt23.refA,99,TGT,eng,deu,100,elitr_minuting-10#refA,False,[],1711317304.453,1711317304.453
engdeu6905,wmt23.refA,98,BAD,eng,deu,36,Precis.110349818375052000#refA#bad7,False,"[{""start_i"":206,""end_i"":252,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711317247.414,1711317254.82
engdeu6905,wmt23.NLLB_MBR_BLEU,97,TGT,eng,deu,70,video_games-2-en_0748710-63#NLLB_MBR_BLEU,False,"[{""start_i"":117,""end_i"":131,""severity"":""minor"",""error_type"":null},{""start_i"":395,""end_i"":401,""severity"":""minor"",""error_type"":null}]",1711317214.308,1711317233.652
engdeu6905,wmt23.NLLB_MBR_BLEU,96,TGT,eng,deu,100,video_games-2-en_0748710-63#NLLB_MBR_BLEU,False,[],1711317199.629,1711317199.629
engdeu6905,wmt23.NLLB_MBR_BLEU,95,TGT,eng,deu,68,Precis.110349818375052000#NLLB_MBR_BLEU,False,"[{""start_i"":95,""end_i"":101,""severity"":""major"",""error_type"":null}]",1711317157.861,1711317170.333
engdeu6905,wmt23.Lan-BridgeMT,94,BAD,eng,deu,60,thelocal.17459#Lan-BridgeMT#bad2,False,"[{""start_i"":378,""end_i"":424,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711317131.621,1711317136.964
engdeu6905,wmt23.Lan-BridgeMT,93,BAD,eng,deu,57,thelocal.17459#Lan-BridgeMT#bad2,False,"[{""start_i"":49,""end_i"":76,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711317033.438,1711317039.445
engdeu6905,wmt23.Lan-BridgeMT,92,BAD,eng,deu,58,thelocal.17459#Lan-BridgeMT#bad2,False,"[{""start_i"":79,""end_i"":111,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711317022.758,1711317028.693
engdeu6905,wmt23.Lan-BridgeMT,91,BAD,eng,deu,61,thelocal.17459#Lan-BridgeMT#bad2,False,"[{""start_i"":50,""end_i"":67,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null},{""start_i"":207,""end_i"":229,""severity"":""minor"",""error_type"":null}]",1711316971.294,1711317001.141
engdeu6905,wmt23.refA,90,TGT,eng,deu,100,voa-zimbabwe.2515#refA,False,[],1711316955.397,1711316955.397
engdeu6905,wmt23.refA,89,TGT,eng,deu,100,voa-zimbabwe.2515#refA,False,"[{""start_i"":241,""end_i"":276,""severity"":""minor"",""error_type"":null}]",1711316853.109,1711316930.469
engdeu6905,wmt23.refA,88,TGT,eng,deu,100,voa-zimbabwe.2515#refA,False,[],1711316824.446,1711316824.446
engdeu6905,wmt23.Lan-BridgeMT,87,TGT,eng,deu,89,thelocal.17459#Lan-BridgeMT,False,"[{""start_i"":0,""end_i"":20,""severity"":""minor"",""error_type"":null}]",1711316786.103,1711316807.789
engdeu6905,wmt23.Lan-BridgeMT,86,TGT,eng,deu,86,thelocal.17459#Lan-BridgeMT,False,"[{""start_i"":432,""end_i"":438,""severity"":""minor"",""error_type"":null}]",1711316778.116,1711316779.734
engdeu6905,wmt23.Lan-BridgeMT,85,TGT,eng,deu,74,thelocal.17459#Lan-BridgeMT,False,"[{""start_i"":426,""end_i"":443,""severity"":""minor"",""error_type"":null}]",1711316747.973,1711316766.422
engdeu6905,wmt23.Lan-BridgeMT,84,TGT,eng,deu,87,thelocal.17459#Lan-BridgeMT,False,"[{""start_i"":242,""end_i"":265,""severity"":""minor"",""error_type"":null}]",1711316697.407,1711316713.31
engdeu6905,wmt23.ONLINE-Y,83,TGT,eng,deu,69,grocery-5-en_0715046-62#ONLINE-Y,False,"[{""start_i"":407,""end_i"":416,""severity"":""major"",""error_type"":null},{""start_i"":418,""end_i"":430,""severity"":""major"",""error_type"":null}]",1711316664.462,1711316678.853
engdeu6905,wmt23.ONLINE-A,82,TGT,eng,deu,100,cnn.151755#ONLINE-A,False,[],1711316643.503,1711316643.503
engdeu6905,wmt23.ONLINE-A,81,TGT,eng,deu,77,cnn.151755#ONLINE-A,False,"[{""start_i"":56,""end_i"":67,""severity"":""minor"",""error_type"":null},{""start_i"":69,""end_i"":77,""severity"":""minor"",""error_type"":null},{""start_i"":347,""end_i"":351,""severity"":""minor"",""error_type"":null},{""start_i"":522,""end_i"":530,""severity"":""minor"",""error_type"":null}]",1711316514.015,1711316596.686
engdeu6905,wmt23.ONLINE-A,80,TGT,eng,deu,100,cnn.151755#ONLINE-A,False,[],1711316504.391,1711316504.391
engdeu6905,wmt23.ONLINE-G,79,TGT,eng,deu,69,elitr_minuting-19#ONLINE-G,False,"[{""start_i"":270,""end_i"":321,""severity"":""minor"",""error_type"":null}]",1711316468.566,1711316473.55
engdeu6905,wmt23.ONLINE-G,78,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316445.006,1711316445.007
engdeu6905,wmt23.ONLINE-G,77,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316432.574,1711316432.574
engdeu6905,wmt23.ONLINE-G,76,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316419.166,1711316419.166
engdeu6905,wmt23.ONLINE-G,75,TGT,eng,deu,96,elitr_minuting-19#ONLINE-G,False,[],1711316387.662,1711316387.662
engdeu6905,wmt23.ONLINE-G,74,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316363.695,1711316363.695
engdeu6905,wmt23.ONLINE-G,73,TGT,eng,deu,93,elitr_minuting-19#ONLINE-G,False,"[{""start_i"":534,""end_i"":539,""severity"":""minor"",""error_type"":null}]",1711316350.342,1711316359.743
engdeu6905,wmt23.ONLINE-G,72,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316326.487,1711316326.487
engdeu6905,wmt23.ONLINE-G,71,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316321.935,1711316321.935
engdeu6905,wmt23.ONLINE-G,70,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316276.983,1711316276.983
engdeu6905,wmt23.ONLINE-G,69,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316269.654,1711316269.654
engdeu6905,wmt23.ONLINE-G,68,TGT,eng,deu,67,elitr_minuting-19#ONLINE-G,False,"[{""start_i"":158,""end_i"":166,""severity"":""major"",""error_type"":null}]",1711316239.183,1711316255.83
engdeu6905,wmt23.ONLINE-G,67,TGT,eng,deu,100,elitr_minuting-19#ONLINE-G,False,[],1711316224.046,1711316224.047
engdeu6905,wmt23.ONLINE-G,66,TGT,eng,deu,70,elitr_minuting-19#ONLINE-G,False,[],1711316200.638,1711316200.638
engdeu6905,wmt23.ONLINE-G,65,BAD,eng,deu,43,camera-3-en_0656505-56#ONLINE-G#bad1,False,"[{""start_i"":191,""end_i"":234,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711316180.735,1711316187.126
engdeu6905,wmt23.ONLINE-M,64,BAD,eng,deu,44,drugstore-3-en_0086600-73#ONLINE-M#bad6,False,"[{""start_i"":235,""end_i"":270,""severity"":""major"",""error_type"":null}]",1711316162.087,1711316168.135
engdeu6905,wmt23.ONLINE-M,63,BAD,eng,deu,4,drugstore-3-en_0086600-73#ONLINE-M#bad6,False,"[{""start_i"":16,""end_i"":42,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711316147.695,1711316151.686
engdeu6905,wmt23.ONLINE-A,62,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316127.607,1711316127.607
engdeu6905,wmt23.ONLINE-A,61,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316125.095,1711316125.095
engdeu6905,wmt23.ONLINE-A,60,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316108.055,1711316108.055
engdeu6905,wmt23.ONLINE-A,59,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316105.2,1711316105.2
engdeu6905,wmt23.ONLINE-A,58,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316104.279,1711316104.279
engdeu6905,wmt23.ONLINE-A,57,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316098.535,1711316098.535
engdeu6905,wmt23.ONLINE-A,56,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316095.087,1711316095.087
engdeu6905,wmt23.ONLINE-A,55,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316091.742,1711316092.231
engdeu6905,wmt23.ONLINE-A,54,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316088.607,1711316088.607
engdeu6905,wmt23.ONLINE-A,53,TGT,eng,deu,73,manlycoffee.110351250115060992#ONLINE-A,False,[],1711316080.68,1711316080.68
engdeu6905,wmt23.ONLINE-A,52,TGT,eng,deu,66,mollysdailykiss.110351012770036000#ONLINE-A,False,"[{""start_i"":110,""end_i"":121,""severity"":""minor"",""error_type"":null},{""start_i"":200,""end_i"":204,""severity"":""minor"",""error_type"":null},{""start_i"":266,""end_i"":282,""severity"":""major"",""error_type"":null},{""start_i"":367,""end_i"":380,""severity"":""major"",""error_type"":null}]",1711316029.196,1711316049.24
engdeu6905,wmt23.ONLINE-Y,51,TGT,eng,deu,95,elitr_minuting-10#ONLINE-Y,False,"[{""start_i"":367,""end_i"":386,""severity"":""minor"",""error_type"":null}]",1711315976.615,1711316010.111
engdeu6905,wmt23.ONLINE-Y,50,TGT,eng,deu,92,elitr_minuting-10#ONLINE-Y,False,"[{""start_i"":682,""end_i"":696,""severity"":""minor"",""error_type"":null}]",1711315885.526,1711315937.113
engdeu6905,wmt23.ONLINE-M,49,TGT,eng,deu,65,farcaller.110349815253008992#ONLINE-M,False,"[{""start_i"":14,""end_i"":21,""severity"":""minor"",""error_type"":null},{""start_i"":134,""end_i"":141,""severity"":""minor"",""error_type"":null}]",1711315788.8,1711315809.295
engdeu6905,wmt23.ONLINE-M,48,TGT,eng,deu,68,farcaller.110349815253008992#ONLINE-M,False,"[{""start_i"":69,""end_i"":76,""severity"":""minor"",""error_type"":null},{""start_i"":96,""end_i"":106,""severity"":""minor"",""error_type"":null}]",1711315764.104,1711315786.119
engdeu6905,wmt23.ONLINE-M,47,TGT,eng,deu,68,farcaller.110349815253008992#ONLINE-M,False,"[{""start_i"":28,""end_i"":31,""severity"":""minor"",""error_type"":null}]",1711315742.488,1711315750.408
engdeu6905,wmt23.ONLINE-B,46,TGT,eng,deu,75,leadership-en.43063#ONLINE-B,False,"[{""start_i"":300,""end_i"":379,""severity"":""minor"",""error_type"":null}]",1711315682.767,1711315691.496
engdeu6905,wmt23.ONLINE-B,45,TGT,eng,deu,72,leadership-en.43063#ONLINE-B,False,"[{""start_i"":290,""end_i"":340,""severity"":""minor"",""error_type"":null},{""start_i"":654,""end_i"":683,""severity"":""minor"",""error_type"":null}]",1711315590.41,1711315666.592
engdeu6905,wmt23.ONLINE-B,44,TGT,eng,deu,100,leadership-en.43063#ONLINE-B,False,[],1711315555.624,1711315555.624
engdeu6905,wmt23.ONLINE-G,43,TGT,eng,deu,100,kazinform-en.24595#ONLINE-G,False,[],1711315544.624,1711315544.624
engdeu6905,wmt23.ONLINE-G,42,TGT,eng,deu,100,kazinform-en.24595#ONLINE-G,False,[],1711315515.385,1711315515.385
engdeu6905,wmt23.NLLB_MBR_BLEU,41,BAD,eng,deu,25,Precis.110349818375052000#NLLB_MBR_BLEU#bad4,False,"[{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null},{""start_i"":95,""end_i"":101,""severity"":""major"",""error_type"":null},{""start_i"":191,""end_i"":238,""severity"":""major"",""error_type"":null}]",1711315435.849,1711315467.13
engdeu6905,wmt23.ONLINE-G,40,TGT,eng,deu,86,camera-3-en_0656505-56#ONLINE-G,False,"[{""start_i"":409,""end_i"":414,""severity"":""minor"",""error_type"":null}]",1711315415.441,1711315424.033
engdeu6905,wmt23.ONLINE-B,39,TGT,eng,deu,68,jewelry-3-en_0325147-134#ONLINE-B,False,"[{""start_i"":308,""end_i"":360,""severity"":""minor"",""error_type"":null},{""start_i"":565,""end_i"":569,""severity"":""minor"",""error_type"":null},{""start_i"":829,""end_i"":888,""severity"":""minor"",""error_type"":null}]",1711315284.865,1711315371.257
engdeu6905,wmt23.ONLINE-M,38,TGT,eng,deu,73,pa.35733#ONLINE-M,False,"[{""start_i"":417,""end_i"":430,""severity"":""minor"",""error_type"":null},{""start_i"":632,""end_i"":645,""severity"":""minor"",""error_type"":null},{""start_i"":792,""end_i"":799,""severity"":""major"",""error_type"":null}]",1711315218.202,1711315244.489
engdeu6905,wmt23.ONLINE-M,37,TGT,eng,deu,100,pa.35733#ONLINE-M,False,[],1711315203.626,1711315203.626
engdeu6905,wmt23.ONLINE-M,36,TGT,eng,deu,100,pa.35733#ONLINE-M,False,[],1711315124.793,1711315131.514
engdeu6905,wmt23.ZengHuiMT,35,TGT,eng,deu,94,hartgenconsult.110348641098170000#ZengHuiMT,False,"[{""start_i"":212,""end_i"":223,""severity"":""minor"",""error_type"":null}]",1711315098.585,1711315108.89
engdeu6905,wmt23.ONLINE-W,34,TGT,eng,deu,100,natematias.110350498508432000#ONLINE-W,False,[],1711315077.489,1711315077.994
engdeu6905,wmt23.ONLINE-W,33,TGT,eng,deu,100,natematias.110350498508432000#ONLINE-W,False,[],1711315046.513,1711315046.514
engdeu6905,wmt23.ONLINE-W,32,TGT,eng,deu,100,natematias.110350498508432000#ONLINE-W,False,[],1711315024.993,1711315024.993
engdeu6905,wmt23.ONLINE-M,31,TGT,eng,deu,100,drugstore-3-en_0086600-73#ONLINE-M,False,[],1711315007.69,1711315007.69
engdeu6905,wmt23.ONLINE-M,30,TGT,eng,deu,100,drugstore-3-en_0086600-73#ONLINE-M,False,[],1711314968.859,1711314968.859
engdeu6905,wmt23.ONLINE-M,29,TGT,eng,deu,100,thelocal.17459#ONLINE-M,False,[],1711314951.681,1711314951.681
engdeu6905,wmt23.ONLINE-M,28,TGT,eng,deu,100,thelocal.17459#ONLINE-M,False,[],1711314920.345,1711314920.345
engdeu6905,wmt23.ONLINE-M,27,TGT,eng,deu,100,thelocal.17459#ONLINE-M,False,[],1711314905.242,1711314905.242
engdeu6905,wmt23.ONLINE-M,26,TGT,eng,deu,92,thelocal.17459#ONLINE-M,False,"[{""start_i"":276,""end_i"":282,""severity"":""minor"",""error_type"":null}]",1711314841.69,1711314858.882
