engdeu6e10,wmt23.ZengHuiMT,100,TGT,eng,deu,51,jewelry-3-en_0325147-134#ZengHuiMT,False,"[{""start_i"":138,""end_i"":139,""severity"":""minor"",""error_type"":null},{""start_i"":159,""end_i"":160,""severity"":""minor"",""error_type"":null},{""start_i"":229,""end_i"":232,""severity"":""minor"",""error_type"":null},{""start_i"":317,""end_i"":318,""severity"":""minor"",""error_type"":null},{""start_i"":676,""end_i"":705,""severity"":""minor"",""error_type"":null},{""start_i"":844,""end_i"":865,""severity"":""major"",""error_type"":null},{""start_i"":1054,""end_i"":1061,""severity"":""major"",""error_type"":null},{""start_i"":1133,""end_i"":1144,""severity"":""minor"",""error_type"":null},{""start_i"":1162,""end_i"":1164,""severity"":""minor"",""error_type"":null},{""start_i"":1272,""end_i"":1286,""severity"":""major"",""error_type"":null}]",1717331262.035,1717331440.504
engdeu6e10,wmt23.ONLINE-A,99,BAD,eng,deu,47,latimes.160885#ONLINE-A#bad2,False,"[{""start_i"":448,""end_i"":466,""severity"":""minor"",""error_type"":null},{""start_i"":579,""end_i"":595,""severity"":""major"",""error_type"":null},{""start_i"":612,""end_i"":652,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""minor"",""error_type"":null}]",1717331169.499,1717331231.326
engdeu6e10,wmt23.ONLINE-A,98,BAD,eng,deu,48,latimes.160885#ONLINE-A#bad2,False,"[{""start_i"":22,""end_i"":37,""severity"":""minor"",""error_type"":null},{""start_i"":146,""end_i"":157,""severity"":""minor"",""error_type"":null},{""start_i"":161,""end_i"":198,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null},{""start_i"":475,""end_i"":483,""severity"":""minor"",""error_type"":null},{""start_i"":798,""end_i"":802,""severity"":""minor"",""error_type"":null}]",1717331077.281,1717331146.766
engdeu6e10,wmt23.ONLINE-A,97,BAD,eng,deu,52,latimes.160885#ONLINE-A#bad2,False,"[{""start_i"":67,""end_i"":100,""severity"":""major"",""error_type"":null},{""start_i"":111,""end_i"":115,""severity"":""major"",""error_type"":null},{""start_i"":125,""end_i"":142,""severity"":""minor"",""error_type"":null},{""start_i"":874,""end_i"":893,""severity"":""minor"",""error_type"":null},{""start_i"":1009,""end_i"":1028,""severity"":""minor"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1717330991.11,1717331066.43
engdeu6e10,wmt23.ONLINE-A,96,BAD,eng,deu,52,latimes.160885#ONLINE-A#bad2,False,"[{""start_i"":403,""end_i"":432,""severity"":""major"",""error_type"":null},{""start_i"":582,""end_i"":586,""severity"":""minor"",""error_type"":null},{""start_i"":674,""end_i"":678,""severity"":""major"",""error_type"":null},{""start_i"":681,""end_i"":716,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""minor"",""error_type"":null}]",1717330910.436,1717330973.502
engdeu6e10,wmt23.ONLINE-A,95,BAD,eng,deu,5,latimes.160885#ONLINE-A#bad2,False,"[{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1717330860.41,1717330873.027
engdeu6e10,wmt23.ONLINE-A,94,TGT,eng,deu,94,elitr_minuting-25#ONLINE-A,False,[],1717330844.936,1717330844.937
engdeu6e10,wmt23.ONLINE-A,93,TGT,eng,deu,69,elitr_minuting-25#ONLINE-A,False,"[{""start_i"":126,""end_i"":137,""severity"":""minor"",""error_type"":null},{""start_i"":216,""end_i"":221,""severity"":""minor"",""error_type"":null},{""start_i"":569,""end_i"":578,""severity"":""minor"",""error_type"":null},{""start_i"":659,""end_i"":668,""severity"":""minor"",""error_type"":null},{""start_i"":715,""end_i"":732,""severity"":""minor"",""error_type"":null},{""start_i"":934,""end_i"":949,""severity"":""minor"",""error_type"":null},{""start_i"":1035,""end_i"":1048,""severity"":""minor"",""error_type"":null},{""start_i"":1125,""end_i"":1138,""severity"":""minor"",""error_type"":null},{""start_i"":1208,""end_i"":1216,""severity"":""minor"",""error_type"":null},{""start_i"":1235,""end_i"":1242,""severity"":""minor"",""error_type"":null}]",1717330658.341,1717330817.587
engdeu6e10,wmt23.NLLB_Greedy,92,TGT,eng,deu,100,manlycoffee.110351250115060992#NLLB_Greedy,False,[],1717330620.474,1717330620.474
engdeu6e10,wmt23.NLLB_Greedy,91,TGT,eng,deu,68,manlycoffee.110351250115060992#NLLB_Greedy,False,"[{""start_i"":8,""end_i"":22,""severity"":""minor"",""error_type"":null},{""start_i"":40,""end_i"":47,""severity"":""minor"",""error_type"":null},{""start_i"":142,""end_i"":153,""severity"":""minor"",""error_type"":null},{""start_i"":141,""end_i"":141,""severity"":""minor"",""error_type"":null}]",1717330567.777,1717330614.938
