engdeu7009,wmt23.ONLINE-W,100,TGT,eng,deu,100,elitr_minuting-25#ONLINE-W,False,[],1717486781.968,1717486781.968
engdeu7009,wmt23.ONLINE-W,99,TGT,eng,deu,96,elitr_minuting-25#ONLINE-W,False,"[{""start_i"":1111,""end_i"":1116,""severity"":""minor"",""error_type"":null},{""start_i"":1198,""end_i"":1203,""severity"":""minor"",""error_type"":null}]",1717486732.834,1717486748.162
engdeu7009,wmt23.NLLB_Greedy,98,TGT,eng,deu,100,imtheq.110350767978472992#NLLB_Greedy,False,[],1717486648.755,1717486648.755
engdeu7009,wmt23.NLLB_Greedy,97,TGT,eng,deu,100,imtheq.110350767978472992#NLLB_Greedy,False,[],1717486642.151,1717486642.151
engdeu7009,wmt23.NLLB_Greedy,96,TGT,eng,deu,100,imtheq.110350767978472992#NLLB_Greedy,False,[],1717486634.511,1717486644.435
engdeu7009,wmt23.ONLINE-Y,95,TGT,eng,deu,79,metro.co.uk.66063#ONLINE-Y,False,"[{""start_i"":106,""end_i"":124,""severity"":""major"",""error_type"":null},{""start_i"":242,""end_i"":255,""severity"":""minor"",""error_type"":null}]",1717486584.276,1717486615.531
engdeu7009,wmt23.ONLINE-Y,94,TGT,eng,deu,76,metro.co.uk.66063#ONLINE-Y,False,"[{""start_i"":303,""end_i"":315,""severity"":""major"",""error_type"":null},{""start_i"":372,""end_i"":385,""severity"":""minor"",""error_type"":null},{""start_i"":529,""end_i"":532,""severity"":""minor"",""error_type"":null},{""start_i"":723,""end_i"":736,""severity"":""major"",""error_type"":null}]",1717486469.794,1717486564.246
engdeu7009,wmt23.ONLINE-W,93,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-W,False,[],1717486418.324,1717486418.324
engdeu7009,wmt23.ONLINE-W,92,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-W,False,[],1717486415.471,1717486415.471
engdeu7009,wmt23.ONLINE-W,91,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-W,False,[],1717486408.833,1717486408.833
engdeu7009,wmt23.ONLINE-W,90,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-W,False,[],1717486407.016,1717486407.016
engdeu7009,wmt23.ONLINE-W,89,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-W,False,[],1717486404.463,1717486404.463
engdeu7009,wmt23.AIRC,88,TGT,eng,deu,66,voa-zimbabwe.2515#AIRC,False,"[{""start_i"":583,""end_i"":609,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1717486349.541,1717486389.019
engdeu7009,wmt23.AIRC,87,TGT,eng,deu,100,voa-zimbabwe.2515#AIRC,False,[],1717486308.394,1717486308.394
engdeu7009,wmt23.AIRC,86,TGT,eng,deu,100,voa-zimbabwe.2515#AIRC,False,[],1717486281.192,1717486281.192
engdeu7009,wmt23.ONLINE-M,85,TGT,eng,deu,94,charles_perkins.110350296663756000#ONLINE-M,False,"[{""start_i"":5,""end_i"":22,""severity"":""minor"",""error_type"":null}]",1717486262.029,1717486267.432
engdeu7009,wmt23.ONLINE-M,84,TGT,eng,deu,100,charles_perkins.110350296663756000#ONLINE-M,False,[],1717486243.114,1717486243.114
engdeu7009,wmt23.ONLINE-M,83,TGT,eng,deu,100,charles_perkins.110350296663756000#ONLINE-M,False,[],1717486205.853,1717486205.853
engdeu7009,wmt23.GPT4-5shot,82,TGT,eng,deu,94,elitr_minuting-15#GPT4-5shot,False,"[{""start_i"":1536,""end_i"":1544,""severity"":""minor"",""error_type"":null}]",1717486172.864,1717486194.913
engdeu7009,wmt23.GPT4-5shot,81,TGT,eng,deu,93,arXiv_csAI_bot.110348645585892000#GPT4-5shot,False,"[{""start_i"":978,""end_i"":993,""severity"":""minor"",""error_type"":null}]",1717486053.812,1717486065.536
engdeu7009,wmt23.Lan-BridgeMT,80,BAD,eng,deu,68,jewelry-3-en_0325147-134#Lan-BridgeMT#bad6,False,"[{""start_i"":0,""end_i"":82,""severity"":""major"",""error_type"":null},{""start_i"":863,""end_i"":869,""severity"":""major"",""error_type"":null},{""start_i"":898,""end_i"":907,""severity"":""minor"",""error_type"":null},{""start_i"":1307,""end_i"":1321,""severity"":""major"",""error_type"":null}]",1717485889.37,1717485997.289
engdeu7009,wmt23.NLLB_Greedy,79,BAD,eng,deu,15,kazinform-en.24595#NLLB_Greedy#bad4,False,"[{""start_i"":0,""end_i"":76,""severity"":""major"",""error_type"":null},{""start_i"":79,""end_i"":176,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1717485856.22,1717485873.281
engdeu7009,wmt23.NLLB_Greedy,78,BAD,eng,deu,35,kazinform-en.24595#NLLB_Greedy#bad4,False,"[{""start_i"":128,""end_i"":183,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1717485839.524,1717485849.198
engdeu7009,wmt23.Lan-BridgeMT,77,BAD,eng,deu,73,hartgenconsult.110348641098170000#Lan-BridgeMT#bad1,False,"[{""start_i"":211,""end_i"":222,""severity"":""minor"",""error_type"":null},{""start_i"":346,""end_i"":397,""severity"":""major"",""error_type"":null},{""start_i"":436,""end_i"":469,""severity"":""minor"",""error_type"":null}]",1717485769.741,1717485812.438
engdeu7009,wmt23.ONLINE-B,76,TGT,eng,deu,100,manlycoffee.110351250115060992#ONLINE-B,False,[],1717485726.893,1717485727.96
engdeu7009,wmt23.ONLINE-B,75,TGT,eng,deu,93,manlycoffee.110351250115060992#ONLINE-B,False,"[{""start_i"":0,""end_i"":28,""severity"":""minor"",""error_type"":null}]",1717485697.723,1717485710.48
